device_id,visit_id,venue_id,visit_start_time,visit_end_time,visit_lat,visit_long,visit_weight,user_home_lat,user_home_long
1019,5c9ecd3cd81dc30682f2033c,4ceb1df9727f7ce6265b814d,29/03/2019 11:37,29/03/2019 12:33,41.37226868,-72.91426849,92.7513011,41.36366795,-72.94900608
1019,5ca01c4b5e5cd3067085ffc2,4ceb1df9727f7ce6265b814d,30/03/2019 10:29,30/03/2019 11:55,41.37230682,-72.91434479,92.3667519,41.36350548,-72.94934995
1019,5ca420a6a9b7a2069165bcb1,4ceb1df9727f7ce6265b814d,02/04/2019 10:33,02/04/2019 12:01,41.3723526,-72.91434479,91.33439158,41.36340402,-72.94876459
1019,5ca563e6ef287f061c468db4,4ceb1df9727f7ce6265b814d,03/04/2019 10:36,03/04/2019 11:26,41.37219238,-72.91373444,91.83147302,41.36296659,-72.94862774
1019,5ca6b5cf1034ec05d40e2b9c,4ceb1df9727f7ce6265b814d,04/04/2019 10:35,04/04/2019 11:18,41.37232971,-72.91424561,90.49432891,41.36352604,-72.94680873
1019,5ca967332ff1fc062eab2068,4ceb1df9727f7ce6265b814d,06/04/2019 10:31,06/04/2019 11:22,41.37244415,-72.91399384,89.2871725,41.36308714,-72.94986626
1019,5cab7aa6c044c606887ad280,4ceb1df9727f7ce6265b814d,07/04/2019 22:14,07/04/2019 22:55,41.37234497,-72.91455841,88.44741796,41.36415622,-72.94909641
1019,5caeadca25d285066d5b781e,4ceb1df9727f7ce6265b814d,10/04/2019 10:27,10/04/2019 11:22,41.37210083,-72.9140625,90.25278555,41.36377965,-72.94934309
1019,5cbfc2a734578e06538c25c6,4ceb1df9727f7ce6265b814d,23/04/2019 10:39,23/04/2019 11:53,41.37195587,-72.91333771,89.26325105,41.36521672,-72.94783033
1019,5cc1131d53358a066f67f4dd,4ceb1df9727f7ce6265b814d,24/04/2019 9:37,24/04/2019 9:59,41.37204742,-72.91363525,88.22404413,41.36365036,-72.94855
1019,5cc26593bc5aa606483a3068,4ceb1df9727f7ce6265b814d,25/04/2019 10:06,25/04/2019 11:21,41.37234497,-72.91409302,88.74970171,41.3631829,-72.94752054
1019,5cc3b64d9c43c005d3e6a614,4ceb1df9727f7ce6265b814d,26/04/2019 11:02,26/04/2019 11:47,41.3722229,-72.91394806,89.70239039,41.36406889,-72.94966741
1019,5cc516adc778300671ccbdbe,4ceb1df9727f7ce6265b814d,27/04/2019 10:31,27/04/2019 11:34,41.37215424,-72.91369629,89.78670624,41.36317864,-72.94652605
1019,5cc90edd98220c05fc4378fe,4ceb1df9727f7ce6265b814d,30/04/2019 10:56,30/04/2019 11:58,41.37208557,-72.91381836,89.58792054,41.36301277,-72.94831198
1019,5cca9d239f8d6805e4afc538,4ceb1df9727f7ce6265b814d,01/05/2019 10:03,01/05/2019 10:44,41.37184143,-72.91394806,88.99512119,41.36361906,-72.9494001
1019,5cccc8aed0c38b061d5cbb8e,4ceb1df9727f7ce6265b814d,02/05/2019 10:35,02/05/2019 11:17,41.37226105,-72.91397095,88.67019554,41.36397594,-72.94958374
1019,5ccd98085dd4670617a87598,4ceb1df9727f7ce6265b814d,03/05/2019 10:31,03/05/2019 11:09,41.3722229,-72.91403198,88.96570485,41.36339727,-72.94839574
1019,5ccf747fb49af606439ccae9,4ceb1df9727f7ce6265b814d,04/05/2019 11:22,04/05/2019 12:09,41.37218475,-72.91397858,87.84923349,41.36336325,-72.94748626
1019,5cd235eb3c31980641ee0fa2,4ceb1df9727f7ce6265b814d,07/05/2019 10:27,07/05/2019 11:10,41.37211609,-72.9138031,88.12749936,41.36225793,-72.94999292
1019,5cd4d8ed231ac1071a79c84f,4ceb1df9727f7ce6265b814d,09/05/2019 10:48,09/05/2019 11:47,41.37218475,-72.9139328,90.02868443,41.36479387,-72.94780321
1019,5cd6379d996a69067ac4eef2,4ceb1df9727f7ce6265b814d,10/05/2019 11:01,10/05/2019 11:57,41.37240601,-72.91426086,90.00635558,41.36382001,-72.94892085
1019,5cd779405aa27105c75ae904,4ceb1df9727f7ce6265b814d,11/05/2019 10:31,11/05/2019 11:16,41.37215424,-72.91386414,90.17019379,41.36293321,-72.95076559
1019,5cdb7cdf4dc8b105ed6f95d5,4ceb1df9727f7ce6265b814d,14/05/2019 10:19,14/05/2019 11:07,41.37227631,-72.91434479,90.98616948,41.3635148,-72.95077973
1019,5cdcbf9dbe475f059ee118cd,4ceb1df9727f7ce6265b814d,15/05/2019 10:48,15/05/2019 11:17,41.37242889,-72.91420746,89.86289832,41.36279006,-72.94806238
1019,5cde1fb9d5f38b058e0bf149,4ceb1df9727f7ce6265b814d,16/05/2019 10:44,16/05/2019 11:30,41.37211609,-72.91362762,90.97209685,41.36352022,-72.94847744
1019,5cdf70b7e23a7805ec77dc2d,4ceb1df9727f7ce6265b814d,17/05/2019 11:04,17/05/2019 12:15,41.37213898,-72.91350555,90.40173452,41.36439175,-72.9502628
1019,5d399d8a84024b03c417c849,4ceb1df9727f7ce6265b814d,18/05/2019 11:00,18/05/2019 12:11,41.37205505,-72.91362762,89.29305915,41.36357709,-72.94849708
1019,5ce5550894462505cb99f721,4ceb1df9727f7ce6265b814d,21/05/2019 10:46,21/05/2019 11:56,41.37211609,-72.91374969,89.221248,41.36415759,-72.95003906
1019,5ce609153544ae06011954a5,4ceb1df9727f7ce6265b814d,22/05/2019 10:15,22/05/2019 11:19,41.37205505,-72.91383362,88.54826774,41.36316598,-72.94800378
1019,5ce75c8b29399505fc104c08,4ceb1df9727f7ce6265b814d,23/05/2019 11:05,23/05/2019 12:13,41.37181854,-72.91399384,88.64860894,41.36285695,-72.94670947
1019,5ce93b5427ae5d060d601f36,4ceb1df9727f7ce6265b814d,24/05/2019 11:30,24/05/2019 12:12,41.37197113,-72.91379547,89.15052914,41.36395537,-72.94884173
1019,5cea6a704a438d05d1bee97c,4ceb1df9727f7ce6265b814d,25/05/2019 10:10,25/05/2019 10:52,41.37221527,-72.91362,89.53653693,41.36208912,-72.9488663
1019,5cf72db5e91e8805e16da0c3,4ceb1df9727f7ce6265b814d,04/06/2019 11:26,04/06/2019 12:11,41.37210846,-72.91372681,91.5744995,41.36389421,-72.94940342
1019,5cf8a88b8ba64a05fc6b4ecb,4ceb1df9727f7ce6265b814d,05/06/2019 10:04,05/06/2019 10:44,41.37198639,-72.91371155,91.03092884,41.36410623,-72.94842118
1019,5cf9d1f04100420628560697,4ceb1df9727f7ce6265b814d,06/06/2019 10:56,06/06/2019 11:45,41.37174988,-72.91394043,90.58840702,41.36267658,-72.95057896
1019,5cfb2336bdd87005bb88082e,4ceb1df9727f7ce6265b814d,07/06/2019 10:58,07/06/2019 11:40,41.37187195,-72.91396332,90.88535314,41.36283056,-72.94789997
1019,5cfc8f691aaf33059fd0b85a,4ceb1df9727f7ce6265b814d,08/06/2019 10:44,08/06/2019 11:38,41.37178802,-72.91399384,90.70901536,41.36264915,-72.9483593
1019,5d006876a8819f05d9e81dfb,4ceb1df9727f7ce6265b814d,11/06/2019 10:18,11/06/2019 11:16,41.37210083,-72.91362762,90.84083283,41.3632658,-72.95006533
1019,5d030b6013992f059a260295,4ceb1df9727f7ce6265b814d,13/06/2019 9:50,13/06/2019 10:31,41.3722229,-72.91360474,90.69041471,41.3650927,-72.94828891
1019,5d399871243dd203a9dbffef,4ceb1df9727f7ce6265b814d,15/06/2019 10:09,15/06/2019 11:48,41.37216949,-72.91346741,90.32914093,41.36247086,-72.94789005
1019,5d09b6a9a342b505f349023e,4ceb1df9727f7ce6265b814d,18/06/2019 10:59,18/06/2019 11:41,41.37198639,-72.91371918,91.25119989,41.36370195,-72.94659268
1019,5d0b25ee04c1f4061dd72dbd,4ceb1df9727f7ce6265b814d,19/06/2019 10:10,19/06/2019 11:07,41.37207794,-72.91364288,92.9121585,41.36246269,-72.94853823
1019,5d0c92e1f8f6ed05ad54f7e9,4ceb1df9727f7ce6265b814d,20/06/2019 10:44,20/06/2019 11:25,41.37232971,-72.91441345,95.17135702,41.36386908,-72.94837975
1019,5d0d98f29e6a6f062326c8df,4ceb1df9727f7ce6265b814d,21/06/2019 9:52,21/06/2019 11:24,41.37179565,-72.91379547,94.88069169,41.36341792,-72.94882877
1019,5d399d8e1a8e2403aa08c732,4ceb1df9727f7ce6265b814d,22/06/2019 10:34,22/06/2019 11:57,41.3720932,-72.91355133,93.29952663,41.36361656,-72.94791508
1019,5d12de5134a34605f3f7cdd4,4ceb1df9727f7ce6265b814d,25/06/2019 10:38,25/06/2019 11:47,41.37219238,-72.91378021,95.72304934,41.36442085,-72.95054409
1019,5d14200a964caa05ccf5295d,4ceb1df9727f7ce6265b814d,26/06/2019 10:01,26/06/2019 11:17,41.37188721,-72.91400909,95.20062781,41.36472386,-72.94699541
1019,5d399d8e1a8e2403aa08c737,4ceb1df9727f7ce6265b814d,27/06/2019 10:45,27/06/2019 11:53,41.37223053,-72.91392517,93.94480113,41.36332318,-72.94708739
1019,5d16c2eedc2f7205ea67b6f8,4ceb1df9727f7ce6265b814d,28/06/2019 7:49,28/06/2019 8:44,41.37181091,-72.91387939,92.90969115,41.36372702,-72.94874036
1019,5d18233a1deab506350d8779,4ceb1df9727f7ce6265b814d,29/06/2019 10:30,29/06/2019 10:47,41.37217712,-72.91343689,93.37904099,41.36367183,-72.94730157
1019,5d1c092085d7b006188cea1f,4ceb1df9727f7ce6265b814d,02/07/2019 10:43,02/07/2019 11:18,41.37218475,-72.91396332,95.26615972,41.36380706,-72.94776883
1019,5d1d693bc23ae80602271325,4ceb1df9727f7ce6265b814d,03/07/2019 9:53,03/07/2019 10:16,41.37171936,-72.91390991,95.87896971,41.36492543,-72.94822692
1019,5d200a69a8191405c9a1edb5,4ceb1df9727f7ce6265b814d,05/07/2019 11:12,05/07/2019 11:55,41.37176514,-72.91394806,95.69477134,41.36393905,-72.94806659
1019,5d25607938e1d005a4fdc82b,4ceb1df9727f7ce6265b814d,09/07/2019 10:48,09/07/2019 11:28,41.37200928,-72.9139328,91.77916964,41.36335373,-72.94836253
1019,5d27f4ee2c756105e2870119,4ceb1df9727f7ce6265b814d,11/07/2019 8:38,11/07/2019 8:59,41.37213898,-72.91371155,93.0275501,41.36397891,-72.94692233
1019,5d2937c905625605ddf2cf7e,4ceb1df9727f7ce6265b814d,12/07/2019 11:10,12/07/2019 11:35,41.37224579,-72.91359711,94.69421837,41.36313692,-72.94685289
1019,5d2a97e94fe4fe05a266a5e2,4ceb1df9727f7ce6265b814d,13/07/2019 10:27,13/07/2019 11:19,41.37237549,-72.91384888,94.2762457,41.36400135,-72.9479696
1019,5d2e8be33bdaca0621f631c6,4ceb1df9727f7ce6265b814d,16/07/2019 10:46,16/07/2019 11:09,41.37203979,-72.91368866,91.98405568,41.36362416,-72.94694922
1019,5d2fde3d31e85e0609d47970,4ceb1df9727f7ce6265b814d,17/07/2019 9:23,17/07/2019 9:51,41.37201691,-72.91365051,92.67002241,41.36197117,-72.94959153
1019,5d312167a3803705f157cb1a,4ceb1df9727f7ce6265b814d,18/07/2019 10:40,18/07/2019 11:28,41.37199402,-72.91401672,92.35459615,41.36344489,-72.94890101
1019,5d3280e6e6f94a0616e6d7a9,4ceb1df9727f7ce6265b814d,19/07/2019 11:03,19/07/2019 12:15,41.3720932,-72.91371155,91.73807336,41.36173317,-72.94822862
1019,5d33c2f23da8bf05972b83b8,4ceb1df9727f7ce6265b814d,20/07/2019 10:24,20/07/2019 11:35,41.37215424,-72.91390991,92.22099256,41.36336687,-72.94877629
1019,5d37c8c1006434062c4700f4,4ceb1df9727f7ce6265b814d,23/07/2019 10:34,23/07/2019 11:18,41.37195587,-72.91372681,92.98772335,41.3643867,-72.94975911
1019,5d390a627fa40905bc70d729,4ceb1df9727f7ce6265b814d,24/07/2019 9:58,24/07/2019 10:26,41.37203979,-72.91374207,92.42766807,41.3648705,-72.94891543
1019,5d3a6a4e7d758405bb19cc4c,4ceb1df9727f7ce6265b814d,25/07/2019 10:36,25/07/2019 11:06,41.37205505,-72.9135437,92.3981536,41.36345933,-72.94890813
1019,5d3bcecc3a3ac60629df33be,4ceb1df9727f7ce6265b814d,26/07/2019 12:01,26/07/2019 12:53,41.37232971,-72.91443634,92.29606883,41.36393384,-72.94718573
1019,5d3d0d8ff3f96a05e0f9a8a3,4ceb1df9727f7ce6265b814d,27/07/2019 8:41,27/07/2019 9:26,41.37206268,-72.91374207,92.97645928,41.36446934,-72.94933469
1019,5d40f2d012a8b305daa72be6,4ceb1df9727f7ce6265b814d,30/07/2019 10:50,30/07/2019 11:31,41.37201691,-72.91377258,91.2671962,41.36281634,-72.94656573
1019,5d425372501a3605c8d07809,4ceb1df9727f7ce6265b814d,31/07/2019 10:09,31/07/2019 10:40,41.37214661,-72.91372681,91.34843627,41.36359225,-72.94911162
1019,5d43970787ec9305973ed98e,4ceb1df9727f7ce6265b814d,01/08/2019 10:22,01/08/2019 11:05,41.37214661,-72.91381073,91.57864381,41.36474334,-72.94762132
1019,5d44f6dcbb225e0623690210,4ceb1df9727f7ce6265b814d,02/08/2019 10:57,02/08/2019 12:01,41.37210083,-72.91362762,90.67504913,41.36365948,-72.94700836
1019,5d46560a77e026059dae26ae,4ceb1df9727f7ce6265b814d,03/08/2019 11:23,03/08/2019 12:18,41.37202454,-72.91374969,91.39533201,41.36192802,-72.94933723
1019,5d4a3c547b423c0604374bb6,4ceb1df9727f7ce6265b814d,06/08/2019 11:30,06/08/2019 12:22,41.37203979,-72.91369629,92.465875,41.36397912,-72.94986293
1019,5d4b7ef955cbe906213de0e9,4ceb1df9727f7ce6265b814d,07/08/2019 10:38,07/08/2019 11:18,41.37227631,-72.91403961,91.74173377,41.36326379,-72.94951036
1019,5d4cdf5511cd7e062b808977,4ceb1df9727f7ce6265b814d,08/08/2019 10:24,08/08/2019 11:39,41.37211609,-72.91384125,90.6165462,41.36382318,-72.94632977
2466,5c7a0e15d3d34507a4d74568,4ceb1df9727f7ce6265b814d,01/03/2019 8:06,01/03/2019 8:36,41.37263489,-72.91436005,64.16180407,41.29130079,-73.18890119
2466,5c964e5ebb258d064464134d,4ceb1df9727f7ce6265b814d,22/03/2019 17:13,22/03/2019 18:18,41.372612,-72.91445923,60.90853112,41.28999663,-73.19188721
2466,5d296dd1ebe1a905e013067f,4ceb1df9727f7ce6265b814d,12/07/2019 13:00,12/07/2019 13:16,41.37268066,-72.91430664,51.25589585,41.29016321,-73.1897176
2466,5d41aa6e70821805c1efa9a9,4ceb1df9727f7ce6265b814d,30/07/2019 16:46,30/07/2019 17:09,41.37271118,-72.91460419,50.10170604,41.29018577,-73.19134507
2466,5d67dd8dc39090061e377b9e,4ceb1df9727f7ce6265b814d,28/08/2019 14:18,28/08/2019 14:37,41.37256622,-72.91441345,47.18020691,41.28994129,-73.19199852
1868,5c7a119280cfa2068047dc95,4ceb1df9727f7ce6265b814d,01/03/2019 8:30,01/03/2019 9:16,41.37245941,-72.91444397,80.69942898,41.41519773,-72.93952607
1868,5c8f393065148e0666c4a241,4ceb1df9727f7ce6265b814d,17/03/2019 14:56,17/03/2019 15:28,41.372612,-72.91421509,65.41573864,41.41628093,-72.93896533
1868,5d17b5ef478ac0060453305b,4ceb1df9727f7ce6265b814d,28/06/2019 22:19,28/06/2019 22:39,41.37265778,-72.91436768,99.88876662,41.41695699,-72.93895532
1868,5d2b30340f090805d6449fad,4ceb1df9727f7ce6265b814d,13/07/2019 14:34,13/07/2019 14:58,41.37265778,-72.91423035,99.92423657,41.41676098,-72.9368061
1868,5d331a9666ac2805f7e3ed9f,4ceb1df9727f7ce6265b814d,19/07/2019 16:37,19/07/2019 17:05,41.37236786,-72.91477203,102.0240592,41.41610689,-72.93760909
2338,5c79fe9680cfa206fa4fdc73,4ceb1df9727f7ce6265b814d,01/03/2019 8:42,01/03/2019 9:06,41.37266541,-72.91434479,95.8309284,41.34504319,-72.94355293
2338,5cc52c82c778300603d4d1d3,4ceb1df9727f7ce6265b814d,27/04/2019 10:01,27/04/2019 10:27,41.37203217,-72.91487885,83.09678322,41.34439898,-72.94379365
2338,5cfb325c66f09c05fd76d6e4,4ceb1df9727f7ce6265b814d,07/06/2019 10:46,07/06/2019 11:02,41.3728714,-72.91468048,84.11160126,41.34315386,-72.94455611
2264,5c7a0663d3d34506d8ccd32d,4ceb1df9727f7ce6265b814d,01/03/2019 10:11,01/03/2019 11:37,41.37247467,-72.91493988,108.2853359,41.36758141,-72.93561694
2264,5c85491b2edfcb0647701bc0,4ceb1df9727f7ce6265b814d,09/03/2019 19:03,09/03/2019 20:55,41.37229919,-72.91474152,101.274599,41.36518785,-72.93640688
2264,5c9b79ba35e63305bddf8162,4ceb1df9727f7ce6265b814d,26/03/2019 17:22,26/03/2019 17:49,41.37246704,-72.91453552,94.48809773,41.36639659,-72.93602963
2264,5ca0bcc62f0350061c49540d,4ceb1df9727f7ce6265b814d,30/03/2019 20:33,30/03/2019 20:50,41.37236786,-72.91490173,92.3667519,41.36523524,-72.93696172
2264,5cc3cd34d3a83d06027f9193,4ceb1df9727f7ce6265b814d,26/04/2019 10:04,26/04/2019 10:28,41.37294006,-72.914505,89.70239039,41.36565877,-72.93700697
2264,5cc6f55d0cd0ec067f33a86e,4ceb1df9727f7ce6265b814d,28/04/2019 18:00,28/04/2019 19:07,41.37248993,-72.91434479,89.87515678,41.36668544,-72.93705979
2264,5cce0b70e5e1e9067d1585ae,4ceb1df9727f7ce6265b814d,03/05/2019 16:09,03/05/2019 16:28,41.37275696,-72.91487122,88.96570485,41.36698982,-72.93591045
2264,5cd582bbc89a45065e6a483b,4ceb1df9727f7ce6265b814d,09/05/2019 16:49,09/05/2019 17:14,41.37250519,-72.91464233,90.02868443,41.36770581,-72.9357596
2264,5ce2adfb0b1fb205b2390056,4ceb1df9727f7ce6265b814d,18/05/2019 9:18,18/05/2019 10:22,41.37276459,-72.91410828,89.29305915,41.36553382,-72.93704893
2264,5ceb2c5c08a65d05b241c766,4ceb1df9727f7ce6265b814d,26/05/2019 7:52,26/05/2019 8:47,41.37233734,-72.914505,90.65239392,41.36660358,-72.93735754
2264,5cf3d128d39d9f0596c915e1,4ceb1df9727f7ce6265b814d,01/06/2019 18:38,01/06/2019 20:04,41.37243652,-72.91442108,89.75695456,41.36705472,-72.9365637
2264,5cfc5f25a31b2a05d2e2b216,4ceb1df9727f7ce6265b814d,08/06/2019 8:40,08/06/2019 9:06,41.37239075,-72.91469574,90.70901536,41.36624733,-72.93619673
2264,5d01c7353cc01a05fde589b5,4ceb1df9727f7ce6265b814d,12/06/2019 9:47,12/06/2019 10:04,41.3723526,-72.9145813,90.63113156,41.36650407,-72.93540982
2264,5d04762f37fae805f552b9b7,4ceb1df9727f7ce6265b814d,14/06/2019 14:07,14/06/2019 15:13,41.37251282,-72.91439819,90.08184002,41.36677005,-72.93851643
1389,5c7a192a80cfa206ee486362,4ceb1df9727f7ce6265b814d,01/03/2019 10:15,01/03/2019 11:39,41.37244415,-72.91457367,108.2853359,41.36645463,-72.93610228
1389,5cd0c38719574905fa3868d3,4ceb1df9727f7ce6265b814d,05/05/2019 21:33,05/05/2019 21:52,41.37266541,-72.91429901,87.7006185,41.36581527,-72.93724218
1287,5c7a1b0e924c1306e9829c76,4ceb1df9727f7ce6265b814d,01/03/2019 10:23,01/03/2019 11:50,41.37239075,-72.91442108,64.37667295,41.47307058,-72.91400315
1287,5c7e0468598ccc064c6e9aa2,4ceb1df9727f7ce6265b814d,04/03/2019 7:41,04/03/2019 8:03,41.37266541,-72.91440582,64.36007957,41.47258668,-72.91336307
1287,5c7f4eba7dddf4061573e93e,4ceb1df9727f7ce6265b814d,05/03/2019 7:39,05/03/2019 9:00,41.37236786,-72.91478729,64.90057971,41.47405306,-72.91301901
1287,5c81e3965cdb000627afb4eb,4ceb1df9727f7ce6265b814d,07/03/2019 7:03,07/03/2019 8:22,41.37236786,-72.91452789,64.94038051,41.47219666,-72.9140544
1287,5c8336bfa55ff40655281c46,4ceb1df9727f7ce6265b814d,08/03/2019 7:36,08/03/2019 8:43,41.37240601,-72.91493988,64.64086447,41.47252901,-72.91474577
1287,5c88fb1a5d171806cef77b19,4ceb1df9727f7ce6265b814d,11/03/2019 7:55,11/03/2019 8:42,41.37252045,-72.91467285,65.38725448,41.47351814,-72.9141124
1287,5c899cb5cd70f105e03e01c7,4ceb1df9727f7ce6265b814d,12/03/2019 7:39,12/03/2019 8:50,41.37237549,-72.91452026,65.56632168,41.47365288,-72.91389835
1287,5c8ac78e77afa4066c0d203e,4ceb1df9727f7ce6265b814d,14/03/2019 7:03,14/03/2019 8:27,41.37242889,-72.91458893,62.5202019,41.47334552,-72.91439853
1287,5c8c72394b56d105cd2f3747,4ceb1df9727f7ce6265b814d,15/03/2019 8:08,15/03/2019 9:09,41.37237549,-72.91457367,61.62762667,41.47194476,-72.91534204
1287,5c9da28d8be722064b5d1ae1,4ceb1df9727f7ce6265b814d,28/03/2019 7:08,28/03/2019 8:24,41.37245941,-72.91459656,61.11030923,41.47370249,-72.91336718
1287,5c9ef3942197ce06048ab987,4ceb1df9727f7ce6265b814d,29/03/2019 9:46,29/03/2019 11:24,41.37256622,-72.91485596,61.07831589,41.4744124,-72.91397205
1287,5ca2e3b30f424405d851b577,4ceb1df9727f7ce6265b814d,01/04/2019 7:01,01/04/2019 8:08,41.37234497,-72.91461945,61.06301819,41.47290685,-72.9136325
1287,5ca3d2f634e48a069a2de541,4ceb1df9727f7ce6265b814d,02/04/2019 7:30,02/04/2019 9:17,41.37240601,-72.91478729,61.41175653,41.47252005,-72.91496068
1287,5ca67fcad321b4066e2684cc,4ceb1df9727f7ce6265b814d,04/04/2019 7:00,04/04/2019 8:31,41.3723526,-72.91461945,61.01138616,41.47467752,-72.91365628
1287,5cac2437230a740627a835f3,4ceb1df9727f7ce6265b814d,08/04/2019 11:13,08/04/2019 12:08,41.37242889,-72.91445923,60.90982853,41.47326143,-72.91593807
1287,5cad7ecab522330655657810,4ceb1df9727f7ce6265b814d,09/04/2019 7:40,09/04/2019 9:34,41.37290192,-72.91455841,60.83283618,41.47426764,-72.91453934
1287,5cb01977db44ca06b49c1228,4ceb1df9727f7ce6265b814d,11/04/2019 7:02,11/04/2019 8:10,41.37239838,-72.91493988,60.0947079,41.4730045,-72.91199235
1287,5cbe992b88197305d3cd0726,4ceb1df9727f7ce6265b814d,22/04/2019 11:07,22/04/2019 12:06,41.37241364,-72.91472626,60.43300939,41.47210329,-72.91356874
1287,5cbfeb0f7aae0505f62da22a,4ceb1df9727f7ce6265b814d,23/04/2019 9:34,23/04/2019 10:47,41.37234497,-72.91459656,59.68025897,41.47345548,-72.91199112
1287,5cc291e281bee8065507e5c8,4ceb1df9727f7ce6265b814d,25/04/2019 8:02,25/04/2019 8:44,41.37229919,-72.91475677,59.31130286,41.47324343,-72.91532112
1287,5cc3dabe800ebf069bc38c95,4ceb1df9727f7ce6265b814d,26/04/2019 9:53,26/04/2019 10:24,41.37236023,-72.91477203,59.94243946,41.47259613,-72.91450789
1287,5cc766d548fdc005f9b7befd,4ceb1df9727f7ce6265b814d,29/04/2019 7:07,29/04/2019 7:44,41.37225342,-72.91465759,59.6639423,41.47458845,-72.91473024
1287,5cc93660aa98bd06487d7245,4ceb1df9727f7ce6265b814d,30/04/2019 7:50,30/04/2019 9:05,41.37232208,-72.91478729,59.75810505,41.47289332,-72.9155241
1287,5cccbe2bd0c38b0664944735,4ceb1df9727f7ce6265b814d,02/05/2019 7:16,02/05/2019 7:46,41.37232971,-72.91503143,59.85664686,41.47164826,-72.91402405
1287,5ccdd0309714f70642e09aae,4ceb1df9727f7ce6265b814d,03/05/2019 9:48,03/05/2019 10:25,41.37244415,-72.91462708,59.60154054,41.47415917,-72.91566327
1287,5cd0ffd9d3dd6705c6feefb5,4ceb1df9727f7ce6265b814d,06/05/2019 7:30,06/05/2019 8:11,41.37229156,-72.91453552,60.33326188,41.47309025,-72.91248424
1287,5cd2637ee52b00067fc07de8,4ceb1df9727f7ce6265b814d,07/05/2019 7:49,07/05/2019 9:48,41.37238312,-72.91442108,59.96588482,41.47281016,-72.91415996
1287,5cd4f9fa79049b062b42b7ae,4ceb1df9727f7ce6265b814d,09/05/2019 7:02,09/05/2019 8:25,41.37237549,-72.91458893,60.06449467,41.4735819,-72.91346896
1287,5cda38485f199e05e89f17a1,4ceb1df9727f7ce6265b814d,13/05/2019 7:05,13/05/2019 7:46,41.37231445,-72.91471863,59.90005518,41.47237429,-72.91372804
1287,5cdb8f648bcd9305cdafd235,4ceb1df9727f7ce6265b814d,14/05/2019 7:44,14/05/2019 9:29,41.37229156,-72.91474915,59.42587524,41.47354748,-72.91428237
1287,5cde3140959f9705e98802a4,4ceb1df9727f7ce6265b814d,16/05/2019 10:53,16/05/2019 11:59,41.37239838,-72.9147644,59.49308344,41.47302189,-72.91465591
1287,5cdf8246b0ba0105f08d2cfc,4ceb1df9727f7ce6265b814d,17/05/2019 9:10,17/05/2019 10:43,41.37242889,-72.91471863,59.61393986,41.47367701,-72.91636777
1287,5ce4e3a3e38d6605cf74e25f,4ceb1df9727f7ce6265b814d,20/05/2019 13:50,20/05/2019 14:17,41.37254333,-72.9144516,59.40351326,41.47343752,-72.91414469
